#Procedure: <__main__.SpinLabMeasurement>
#Parameters:
#	Analyzer address: None
#	DAQ address: Dev4/ao0
#	Gaussmeter address: GPIB1::12::INSTR
#	Generator address: None
#	LF Generator address: None
#	Lockin address: None
#	Multimeter address: None
#	Pulse generator address: GPIB1::23::INSTR
#	Relay address: None
#	RotationStation address: COM4
#	Sourcemeter address: GPIB1::26::INSTR
#	Switch address: None
#	Set Constant Field Value: 0 Oe
#	Delay Bias: 1 s
#	Delay Field: 0.5 s
#	Delay Lockin: 0.1 s
#	Delay sourcemeter measurement: 1 s
#	Set Field Bias Value: 0 Oe
#	Field Calibration Constant: -0.00272459
#	Field sweep step: 50 Oe
#	Gaussmeter Range: 5
#	Gaussmeter Resolution: 3 digits
#	Generator Frequency: 1e+09 Hz
#	Generator Power: -20 dBm
#	Hold the field after measurement: False
#	LF Generator Amplitude: 2 V
#	LF Generator Frequency: 330 Hz
#	Lockin Autophase: False
#	Lockin Average: 20
#	Lockin Channel 1: X
#	Lockin Channel 2: Y
#	Lockin Dynamic Reserve: Normal
#	Lockin Frequency: 384 Hz
#	Lockin Harmonic: 1
#	Lockin Input Connection: A
#	Lockin Input Coupling: AC
#	Lockin Reference Source: Internal
#	Lockin Sensitivity: 50 uV/pA
#	Lockin Sine Amplitude: 5 V
#	Lockin Time Constant: 30 ms
#	Mode: CIMSMode
#	Use relays: True
#	FMR Mode: V-FMR
#	Harmonic mode: Field harmonic
#	4-points: False
#	Multimeter autorange: True
#	Multimeter average: 1
#	Multimeter function: DCV
#	Multimeter NPLC: 10
#	Multimeter range: 10
#	Multimeter resolution: 0.01
#	pulsegenerator channel: Channel A
#	Pulsegenerator compliance: 0.5
#	pulsegenerator duration: 0.005
#	pulsegenerator offset: 0
#	pulsegenerator pulsetype: VOLT
#	Pulsegenerator sourcerange: 5
#	Remagnetize sample: True
#	Remagnetization time: 2 s
#	Remagnetization value: -300 Oe
#	Remanency correction: True
#	Return the rotationstation: False
#	Rotation axis: Polar
#	Azimuthal constant angle: 0
#	Polar constant angle: 0
#	Sample name: 12102f_1,6
#	Vector Analyzer: VectorAnalyzer
#	Automatic Station: False
#	Set azimuthal angle: 90 Deg
#	Magnetic Field: DAQ
#	Set Constant Field Value: 10 Oe
#	Set Constant Field Value: 0 Oe
#	Gaussmeter: Lakeshore
#	RF Generator: Agilent
#	Kriostat: False
#	LF Generator: SR830
#	Lockin: SR830
#	Multimeter: none
#	Set polar angle: 0 Deg
#	Pulse Generator: Agilent 2912
#	External relay: none
#	Rotation Station: False
#	Rotation Station for constant angle: True
#	Sourcemeter: Keithley 2636
#	Switch: False
#	Sourcemeter average: 1
#	Sourcemeter bias: 0.1
#	Sourcemeter CH: Channel A
#	Sourcemeter compliance: 0.1
#	Sourcemeter limit: 2
#	Sourcemeter NPLC: 0.1
#	Sourcemeter Source: VOLT
#	Vector: -0.1,5,-1,2,0.1,5,1,2,0.1
#Data:
Voltage (V),Current (A),Resistance (ohm),Field (Oe),Frequency (Hz),X (V),Y (V),Phase,Polar angle (deg),Azimuthal angle (deg),Applied Voltage (V)
0.1,5.81134e-05,1720.7735221136606,-1.9,nan,nan,nan,nan,nan,nan,-0.1
0.1,5.81063e-05,1720.9837831698112,4.7,nan,nan,nan,nan,nan,nan,-0.325
0.1,5.79504e-05,1725.6136282061902,5.0,nan,nan,nan,nan,nan,nan,-0.55
0.1,5.79278e-05,1726.2868605401898,4.9,nan,nan,nan,nan,nan,nan,-0.775
0.1,5.79751e-05,1724.878439191998,4.8,nan,nan,nan,nan,nan,nan,-1.0
0.1,5.79543e-05,1725.4975040678605,4.8,nan,nan,nan,nan,nan,nan,-0.44999999999999996
0.1,5.79354e-05,1726.0604052099409,4.8,nan,nan,nan,nan,nan,nan,0.1
0.1,5.79292e-05,1726.2451406199293,4.8,nan,nan,nan,nan,nan,nan,0.28
0.1,5.79619e-05,1725.271255773189,5.1,nan,nan,nan,nan,nan,nan,0.45999999999999996
0.1,5.79581e-05,1725.3843725035845,5.2,nan,nan,nan,nan,nan,nan,0.64
0.1,5.79245e-05,1726.3852083315353,4.8,nan,nan,nan,nan,nan,nan,0.82
0.1,5.79729e-05,1724.9438961997762,4.7,nan,nan,nan,nan,nan,nan,1.0
0.1,5.79366e-05,1726.0246545361656,4.8,nan,nan,nan,nan,nan,nan,0.55
0.1,5.79396e-05,1725.935284330579,4.7,nan,nan,nan,nan,nan,nan,0.1
